job_title,company,location,description,skills_list,date_posted
Full Stack Developer,Meta,Chennai,"Looking for a candidate with experience in Pandas, AWS, TensorFlow, Docker, NLP.","Pandas, AWS, TensorFlow, Docker, NLP",2023-11-14
Cloud Engineer,Oracle,Pune,"Looking for a candidate with experience in NumPy, Machine Learning, React, TensorFlow, Node.js.","NumPy, Machine Learning, React, TensorFlow, Node.js",2024-04-22
NLP Engineer,IBM,Bangalore,"Looking for a candidate with experience in TensorFlow, Docker, Hadoop, Machine Learning, NumPy, Pandas, NLP.","TensorFlow, Docker, Hadoop, Machine Learning, NumPy, Pandas, NLP",2023-09-29
Data Scientist,Meta,Delhi,"Looking for a candidate with experience in NumPy, Node.js, React, Java, Hadoop, NLP, Tableau.","NumPy, Node.js, React, Java, Hadoop, NLP, Tableau",2023-08-16
Cloud Engineer,Google,Chennai,"Looking for a candidate with experience in AWS, Scikit-learn, Pandas, Deep Learning, Machine Learning, Python.","AWS, Scikit-learn, Pandas, Deep Learning, Machine Learning, Python",2024-07-22
AI Engineer,Meta,Mumbai,"Looking for a candidate with experience in Node.js, Docker, Spark, Power BI, NLP.","Node.js, Docker, Spark, Power BI, NLP",2023-07-25
Software Engineer,TCS,Mumbai,"Looking for a candidate with experience in Hadoop, NumPy, Python, Deep Learning, TensorFlow, Pandas.","Hadoop, NumPy, Python, Deep Learning, TensorFlow, Pandas",2023-10-29
Full Stack Developer,Google,Chennai,"Looking for a candidate with experience in Hadoop, Java, Node.js, NLP, Deep Learning, Scikit-learn.","Hadoop, Java, Node.js, NLP, Deep Learning, Scikit-learn",2023-11-16
Backend Developer,Accenture,Chennai,"Looking for a candidate with experience in Hadoop, NLP, Scikit-learn, Tableau, React, Spark, Node.js.","Hadoop, NLP, Scikit-learn, Tableau, React, Spark, Node.js",2023-11-30
Data Analyst,Capgemini,Bangalore,"Looking for a candidate with experience in TensorFlow, Scikit-learn, AWS, Hadoop, SQL, React.","TensorFlow, Scikit-learn, AWS, Hadoop, SQL, React",2024-06-12
NLP Engineer,IBM,Mumbai,"Looking for a candidate with experience in AWS, Power BI, Spark, Machine Learning, Scikit-learn, Hadoop.","AWS, Power BI, Spark, Machine Learning, Scikit-learn, Hadoop",2023-06-10
Software Engineer,Google,Hyderabad,"Looking for a candidate with experience in TensorFlow, Node.js, NumPy, Machine Learning.","TensorFlow, Node.js, NumPy, Machine Learning",2024-09-21
AI Engineer,IBM,Delhi,"Looking for a candidate with experience in Spark, React, Deep Learning, TensorFlow, Node.js, AWS, Power BI.","Spark, React, Deep Learning, TensorFlow, Node.js, AWS, Power BI",2023-10-19
Data Analyst,Adobe,Delhi,"Looking for a candidate with experience in Python, Node.js, SQL, Pandas.","Python, Node.js, SQL, Pandas",2023-01-23
Full Stack Developer,Amazon,Mumbai,"Looking for a candidate with experience in Python, Pandas, Power BI, Kubernetes, Spark.","Python, Pandas, Power BI, Kubernetes, Spark",2024-03-04
NLP Engineer,Adobe,Pune,"Looking for a candidate with experience in Power BI, Node.js, Pandas, Java, NLP.","Power BI, Node.js, Pandas, Java, NLP",2023-09-03
Cloud Engineer,Google,Mumbai,"Looking for a candidate with experience in React, Hadoop, TensorFlow, Power BI, Java, Python, NLP.","React, Hadoop, TensorFlow, Power BI, Java, Python, NLP",2024-08-11
Full Stack Developer,IBM,Chennai,"Looking for a candidate with experience in Hadoop, Power BI, SQL, NLP, Node.js, Spark, Kubernetes.","Hadoop, Power BI, SQL, NLP, Node.js, Spark, Kubernetes",2024-01-18
Machine Learning Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Python, Deep Learning, React, Spark, AWS.","Scikit-learn, Python, Deep Learning, React, Spark, AWS",2023-09-19
Backend Developer,Adobe,Chennai,"Looking for a candidate with experience in Scikit-learn, Spark, TensorFlow, SQL, AWS.","Scikit-learn, Spark, TensorFlow, SQL, AWS",2023-10-24
AI Engineer,IBM,Bangalore,"Looking for a candidate with experience in Scikit-learn, Java, Power BI, Machine Learning.","Scikit-learn, Java, Power BI, Machine Learning",2024-08-19
Data Analyst,Capgemini,Bangalore,"Looking for a candidate with experience in NumPy, Java, PyTorch, Power BI, Docker.","NumPy, Java, PyTorch, Power BI, Docker",2023-11-10
AI Engineer,Oracle,Delhi,"Looking for a candidate with experience in Machine Learning, Spark, Hadoop, React.","Machine Learning, Spark, Hadoop, React",2024-01-25
Data Analyst,TCS,Delhi,"Looking for a candidate with experience in Deep Learning, Pandas, NumPy, Machine Learning, Python, AWS.","Deep Learning, Pandas, NumPy, Machine Learning, Python, AWS",2024-08-01
NLP Engineer,IBM,Hyderabad,"Looking for a candidate with experience in Docker, Kubernetes, Machine Learning, Hadoop.","Docker, Kubernetes, Machine Learning, Hadoop",2023-04-09
NLP Engineer,Google,Delhi,"Looking for a candidate with experience in Scikit-learn, NLP, Node.js, Kubernetes.","Scikit-learn, NLP, Node.js, Kubernetes",2024-11-06
NLP Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Pandas, Spark, React, Power BI, Machine Learning.","Pandas, Spark, React, Power BI, Machine Learning",2024-07-16
Full Stack Developer,Amazon,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Node.js, SQL, Hadoop.","Scikit-learn, Node.js, SQL, Hadoop",2024-02-21
NLP Engineer,Microsoft,Pune,"Looking for a candidate with experience in Machine Learning, Deep Learning, NLP, TensorFlow.","Machine Learning, Deep Learning, NLP, TensorFlow",2024-03-02
NLP Engineer,TCS,Mumbai,"Looking for a candidate with experience in Kubernetes, Hadoop, Java, NLP, Node.js, NumPy, Machine Learning.","Kubernetes, Hadoop, Java, NLP, Node.js, NumPy, Machine Learning",2023-01-21
Software Engineer,IBM,Chennai,"Looking for a candidate with experience in TensorFlow, Pandas, Node.js, AWS, SQL, Power BI, Docker.","TensorFlow, Pandas, Node.js, AWS, SQL, Power BI, Docker",2024-11-12
Data Analyst,Google,Hyderabad,"Looking for a candidate with experience in Node.js, SQL, React, Scikit-learn, Python, Power BI.","Node.js, SQL, React, Scikit-learn, Python, Power BI",2023-07-26
Machine Learning Engineer,Flipkart,Chennai,"Looking for a candidate with experience in Power BI, Deep Learning, Spark, Kubernetes, NumPy, AWS.","Power BI, Deep Learning, Spark, Kubernetes, NumPy, AWS",2024-04-07
AI Engineer,IBM,Bangalore,"Looking for a candidate with experience in Hadoop, Spark, Node.js, Python, Tableau.","Hadoop, Spark, Node.js, Python, Tableau",2024-08-20
Full Stack Developer,Meta,Chennai,"Looking for a candidate with experience in Docker, Python, TensorFlow, Deep Learning.","Docker, Python, TensorFlow, Deep Learning",2024-05-10
Software Engineer,IBM,Chennai,"Looking for a candidate with experience in NumPy, NLP, Power BI, Node.js, SQL, Docker, Scikit-learn.","NumPy, NLP, Power BI, Node.js, SQL, Docker, Scikit-learn",2023-10-23
Cloud Engineer,Meta,Pune,"Looking for a candidate with experience in Power BI, Java, Docker, NLP, React.","Power BI, Java, Docker, NLP, React",2023-01-10
Full Stack Developer,Accenture,Pune,"Looking for a candidate with experience in Machine Learning, Python, NumPy, Hadoop, Deep Learning, Spark.","Machine Learning, Python, NumPy, Hadoop, Deep Learning, Spark",2024-02-08
NLP Engineer,Oracle,Pune,"Looking for a candidate with experience in React, NLP, Python, Tableau, NumPy.","React, NLP, Python, Tableau, NumPy",2023-07-02
Data Scientist,IBM,Hyderabad,"Looking for a candidate with experience in Hadoop, AWS, Docker, TensorFlow.","Hadoop, AWS, Docker, TensorFlow",2023-03-14
DevOps Engineer,Infosys,Chennai,"Looking for a candidate with experience in Spark, Hadoop, React, Pandas, SQL, AWS, Power BI.","Spark, Hadoop, React, Pandas, SQL, AWS, Power BI",2023-04-21
DevOps Engineer,Infosys,Chennai,"Looking for a candidate with experience in Python, Spark, TensorFlow, NumPy, Power BI, Kubernetes, Hadoop.","Python, Spark, TensorFlow, NumPy, Power BI, Kubernetes, Hadoop",2024-01-21
Data Scientist,Flipkart,Bangalore,"Looking for a candidate with experience in Spark, React, NLP, AWS, Scikit-learn, Kubernetes.","Spark, React, NLP, AWS, Scikit-learn, Kubernetes",2024-01-15
DevOps Engineer,TCS,Hyderabad,"Looking for a candidate with experience in NLP, NumPy, Kubernetes, Node.js, Pandas.","NLP, NumPy, Kubernetes, Node.js, Pandas",2023-04-10
DevOps Engineer,Adobe,Chennai,"Looking for a candidate with experience in Pandas, Scikit-learn, Node.js, Kubernetes, TensorFlow, NumPy, Power BI.","Pandas, Scikit-learn, Node.js, Kubernetes, TensorFlow, NumPy, Power BI",2023-05-01
DevOps Engineer,TCS,Bangalore,"Looking for a candidate with experience in Power BI, Node.js, AWS, NumPy, Hadoop.","Power BI, Node.js, AWS, NumPy, Hadoop",2024-08-15
Full Stack Developer,Accenture,Hyderabad,"Looking for a candidate with experience in React, Docker, Kubernetes, Java, Power BI, Pandas.","React, Docker, Kubernetes, Java, Power BI, Pandas",2023-08-11
Data Analyst,Google,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Docker, Python, Java.","Scikit-learn, Docker, Python, Java",2024-06-19
Data Scientist,Amazon,Delhi,"Looking for a candidate with experience in Deep Learning, Docker, Pandas, NLP, Machine Learning, Scikit-learn.","Deep Learning, Docker, Pandas, NLP, Machine Learning, Scikit-learn",2023-10-22
Data Analyst,Accenture,Bangalore,"Looking for a candidate with experience in PyTorch, Spark, Pandas, React, Deep Learning, Power BI, Hadoop.","PyTorch, Spark, Pandas, React, Deep Learning, Power BI, Hadoop",2024-07-08
Backend Developer,Amazon,Bangalore,"Looking for a candidate with experience in Node.js, Kubernetes, Scikit-learn, Pandas, NumPy, React, PyTorch.","Node.js, Kubernetes, Scikit-learn, Pandas, NumPy, React, PyTorch",2023-07-22
Full Stack Developer,IBM,Hyderabad,"Looking for a candidate with experience in Node.js, Tableau, AWS, TensorFlow.","Node.js, Tableau, AWS, TensorFlow",2023-06-19
Cloud Engineer,Oracle,Mumbai,"Looking for a candidate with experience in AWS, React, Power BI, Pandas, Python, Kubernetes, SQL.","AWS, React, Power BI, Pandas, Python, Kubernetes, SQL",2024-03-02
NLP Engineer,Meta,Mumbai,"Looking for a candidate with experience in Docker, Deep Learning, NumPy, Pandas.","Docker, Deep Learning, NumPy, Pandas",2023-05-16
Full Stack Developer,Infosys,Chennai,"Looking for a candidate with experience in Machine Learning, SQL, TensorFlow, React, Java, Tableau.","Machine Learning, SQL, TensorFlow, React, Java, Tableau",2024-09-16
NLP Engineer,Flipkart,Pune,"Looking for a candidate with experience in Tableau, AWS, Spark, Java, Power BI, Docker.","Tableau, AWS, Spark, Java, Power BI, Docker",2023-10-20
Machine Learning Engineer,Capgemini,Mumbai,"Looking for a candidate with experience in Pandas, PyTorch, Docker, NLP, Spark.","Pandas, PyTorch, Docker, NLP, Spark",2024-06-03
Full Stack Developer,Flipkart,Chennai,"Looking for a candidate with experience in Java, Machine Learning, Docker, AWS, Node.js, TensorFlow.","Java, Machine Learning, Docker, AWS, Node.js, TensorFlow",2023-08-25
NLP Engineer,Meta,Mumbai,"Looking for a candidate with experience in AWS, Pandas, Machine Learning, Power BI, Kubernetes, Spark.","AWS, Pandas, Machine Learning, Power BI, Kubernetes, Spark",2023-10-11
Backend Developer,Google,Hyderabad,"Looking for a candidate with experience in Tableau, Power BI, NLP, React, Deep Learning, PyTorch.","Tableau, Power BI, NLP, React, Deep Learning, PyTorch",2023-07-17
Backend Developer,IBM,Hyderabad,"Looking for a candidate with experience in Machine Learning, Power BI, PyTorch, AWS, Scikit-learn.","Machine Learning, Power BI, PyTorch, AWS, Scikit-learn",2024-01-27
AI Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Power BI, Scikit-learn, Hadoop, Deep Learning, Kubernetes, Docker, AWS.","Power BI, Scikit-learn, Hadoop, Deep Learning, Kubernetes, Docker, AWS",2023-08-21
AI Engineer,IBM,Bangalore,"Looking for a candidate with experience in TensorFlow, Deep Learning, AWS, Scikit-learn, SQL.","TensorFlow, Deep Learning, AWS, Scikit-learn, SQL",2023-07-10
DevOps Engineer,IBM,Chennai,"Looking for a candidate with experience in Scikit-learn, SQL, Hadoop, Deep Learning, AWS, Pandas.","Scikit-learn, SQL, Hadoop, Deep Learning, AWS, Pandas",2023-11-13
Data Scientist,IBM,Pune,"Looking for a candidate with experience in NLP, TensorFlow, AWS, Scikit-learn, Tableau.","NLP, TensorFlow, AWS, Scikit-learn, Tableau",2024-01-31
DevOps Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Machine Learning, Scikit-learn, React, Java, Pandas.","Machine Learning, Scikit-learn, React, Java, Pandas",2024-06-28
NLP Engineer,Google,Mumbai,"Looking for a candidate with experience in TensorFlow, Power BI, Machine Learning, Docker.","TensorFlow, Power BI, Machine Learning, Docker",2023-05-03
Software Engineer,Accenture,Delhi,"Looking for a candidate with experience in AWS, React, NLP, Python, Kubernetes, Power BI.","AWS, React, NLP, Python, Kubernetes, Power BI",2024-10-19
Backend Developer,Capgemini,Hyderabad,"Looking for a candidate with experience in TensorFlow, SQL, Pandas, Machine Learning, Spark, NumPy.","TensorFlow, SQL, Pandas, Machine Learning, Spark, NumPy",2024-09-25
NLP Engineer,Infosys,Chennai,"Looking for a candidate with experience in TensorFlow, Docker, NumPy, Power BI, Deep Learning.","TensorFlow, Docker, NumPy, Power BI, Deep Learning",2023-04-06
NLP Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Tableau, React, Power BI, Python, Machine Learning, Scikit-learn.","Tableau, React, Power BI, Python, Machine Learning, Scikit-learn",2024-11-13
Data Scientist,Infosys,Mumbai,"Looking for a candidate with experience in NLP, Java, Kubernetes, Scikit-learn, Pandas, Python, Spark.","NLP, Java, Kubernetes, Scikit-learn, Pandas, Python, Spark",2023-07-03
NLP Engineer,IBM,Chennai,"Looking for a candidate with experience in Kubernetes, SQL, AWS, Docker, Deep Learning.","Kubernetes, SQL, AWS, Docker, Deep Learning",2023-03-04
Full Stack Developer,Microsoft,Pune,"Looking for a candidate with experience in AWS, Docker, Java, Deep Learning, Python, Power BI.","AWS, Docker, Java, Deep Learning, Python, Power BI",2023-01-29
NLP Engineer,Adobe,Chennai,"Looking for a candidate with experience in Hadoop, Java, Kubernetes, Pandas, SQL, NumPy.","Hadoop, Java, Kubernetes, Pandas, SQL, NumPy",2024-07-14
Data Scientist,Microsoft,Pune,"Looking for a candidate with experience in Power BI, NumPy, Node.js, PyTorch, SQL, Java.","Power BI, NumPy, Node.js, PyTorch, SQL, Java",2024-06-13
Machine Learning Engineer,Amazon,Hyderabad,"Looking for a candidate with experience in Pandas, Kubernetes, AWS, Python.","Pandas, Kubernetes, AWS, Python",2023-03-25
Full Stack Developer,Oracle,Pune,"Looking for a candidate with experience in Power BI, Python, Machine Learning, PyTorch.","Power BI, Python, Machine Learning, PyTorch",2024-09-25
Backend Developer,Infosys,Bangalore,"Looking for a candidate with experience in Python, Node.js, Deep Learning, Pandas, Scikit-learn, Power BI.","Python, Node.js, Deep Learning, Pandas, Scikit-learn, Power BI",2023-10-02
Backend Developer,Adobe,Hyderabad,"Looking for a candidate with experience in Deep Learning, Hadoop, Machine Learning, AWS.","Deep Learning, Hadoop, Machine Learning, AWS",2023-08-01
Full Stack Developer,Oracle,Chennai,"Looking for a candidate with experience in Docker, Spark, Python, Java, Scikit-learn.","Docker, Spark, Python, Java, Scikit-learn",2023-07-28
NLP Engineer,Accenture,Delhi,"Looking for a candidate with experience in SQL, Power BI, Kubernetes, Hadoop.","SQL, Power BI, Kubernetes, Hadoop",2023-12-05
Backend Developer,Capgemini,Delhi,"Looking for a candidate with experience in Pandas, Kubernetes, Node.js, Machine Learning, NLP, NumPy, React.","Pandas, Kubernetes, Node.js, Machine Learning, NLP, NumPy, React",2024-09-11
Data Scientist,Microsoft,Hyderabad,"Looking for a candidate with experience in PyTorch, Pandas, Machine Learning, NLP, Deep Learning.","PyTorch, Pandas, Machine Learning, NLP, Deep Learning",2023-11-09
Cloud Engineer,TCS,Delhi,"Looking for a candidate with experience in Tableau, Docker, PyTorch, React.","Tableau, Docker, PyTorch, React",2023-02-13
Data Scientist,Amazon,Delhi,"Looking for a candidate with experience in Python, PyTorch, Kubernetes, Docker, Scikit-learn, Tableau, NumPy.","Python, PyTorch, Kubernetes, Docker, Scikit-learn, Tableau, NumPy",2023-01-26
Data Analyst,Meta,Pune,"Looking for a candidate with experience in Tableau, Node.js, AWS, Docker, Pandas, PyTorch.","Tableau, Node.js, AWS, Docker, Pandas, PyTorch",2023-11-01
AI Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in React, SQL, Power BI, Machine Learning, Python, Kubernetes.","React, SQL, Power BI, Machine Learning, Python, Kubernetes",2023-01-13
Backend Developer,Accenture,Hyderabad,"Looking for a candidate with experience in NLP, React, NumPy, Node.js.","NLP, React, NumPy, Node.js",2023-02-01
Machine Learning Engineer,Oracle,Delhi,"Looking for a candidate with experience in Kubernetes, Spark, Tableau, Scikit-learn, SQL, NLP.","Kubernetes, Spark, Tableau, Scikit-learn, SQL, NLP",2024-03-11
Cloud Engineer,Infosys,Hyderabad,"Looking for a candidate with experience in NumPy, Java, Pandas, Power BI, PyTorch.","NumPy, Java, Pandas, Power BI, PyTorch",2023-07-20
NLP Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in Tableau, Pandas, Scikit-learn, Machine Learning, Hadoop, Node.js.","Tableau, Pandas, Scikit-learn, Machine Learning, Hadoop, Node.js",2024-02-25
Full Stack Developer,IBM,Delhi,"Looking for a candidate with experience in Java, Deep Learning, Scikit-learn, Spark, AWS, Pandas, Tableau.","Java, Deep Learning, Scikit-learn, Spark, AWS, Pandas, Tableau",2024-06-24
DevOps Engineer,Flipkart,Bangalore,"Looking for a candidate with experience in Node.js, Tableau, Java, Spark, PyTorch, React, TensorFlow.","Node.js, Tableau, Java, Spark, PyTorch, React, TensorFlow",2023-09-23
AI Engineer,Oracle,Hyderabad,"Looking for a candidate with experience in React, Node.js, NLP, Kubernetes, NumPy, Python, AWS.","React, Node.js, NLP, Kubernetes, NumPy, Python, AWS",2023-04-04
Full Stack Developer,Google,Delhi,"Looking for a candidate with experience in Spark, Java, Docker, Hadoop.","Spark, Java, Docker, Hadoop",2023-08-28
Machine Learning Engineer,Adobe,Chennai,"Looking for a candidate with experience in SQL, PyTorch, Hadoop, Kubernetes.","SQL, PyTorch, Hadoop, Kubernetes",2023-05-03
DevOps Engineer,Infosys,Chennai,"Looking for a candidate with experience in Spark, Kubernetes, Pandas, TensorFlow, React.","Spark, Kubernetes, Pandas, TensorFlow, React",2023-10-14
Full Stack Developer,Capgemini,Pune,"Looking for a candidate with experience in AWS, Pandas, PyTorch, NLP, NumPy, Scikit-learn.","AWS, Pandas, PyTorch, NLP, NumPy, Scikit-learn",2023-08-07
Cloud Engineer,Flipkart,Chennai,"Looking for a candidate with experience in NLP, Scikit-learn, Power BI, AWS.","NLP, Scikit-learn, Power BI, AWS",2023-09-14
Data Scientist,IBM,Bangalore,"Looking for a candidate with experience in Machine Learning, React, NLP, Power BI, Deep Learning, Hadoop.","Machine Learning, React, NLP, Power BI, Deep Learning, Hadoop",2023-02-09
Cloud Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in React, Power BI, Spark, Java, Machine Learning, NumPy, Node.js.","React, Power BI, Spark, Java, Machine Learning, NumPy, Node.js",2023-10-02
AI Engineer,Meta,Chennai,"Looking for a candidate with experience in Tableau, SQL, Node.js, Power BI, Python, Hadoop.","Tableau, SQL, Node.js, Power BI, Python, Hadoop",2024-11-05
Cloud Engineer,Accenture,Pune,"Looking for a candidate with experience in AWS, Power BI, React, Hadoop, Scikit-learn, SQL, Tableau.","AWS, Power BI, React, Hadoop, Scikit-learn, SQL, Tableau",2023-05-30
Software Engineer,Adobe,Bangalore,"Looking for a candidate with experience in TensorFlow, Kubernetes, Node.js, React, NumPy, Hadoop.","TensorFlow, Kubernetes, Node.js, React, NumPy, Hadoop",2024-11-07
Cloud Engineer,Oracle,Mumbai,"Looking for a candidate with experience in TensorFlow, React, NLP, Python, Scikit-learn.","TensorFlow, React, NLP, Python, Scikit-learn",2024-04-08
Full Stack Developer,Amazon,Bangalore,"Looking for a candidate with experience in Pandas, Deep Learning, Python, Java, Docker, Machine Learning.","Pandas, Deep Learning, Python, Java, Docker, Machine Learning",2023-12-21
AI Engineer,Meta,Pune,"Looking for a candidate with experience in Machine Learning, SQL, Spark, Python, Node.js, NumPy.","Machine Learning, SQL, Spark, Python, Node.js, NumPy",2023-08-01
Backend Developer,Accenture,Hyderabad,"Looking for a candidate with experience in NumPy, Machine Learning, Docker, Deep Learning, Tableau.","NumPy, Machine Learning, Docker, Deep Learning, Tableau",2024-02-20
Full Stack Developer,Adobe,Pune,"Looking for a candidate with experience in Scikit-learn, Python, NLP, SQL.","Scikit-learn, Python, NLP, SQL",2023-11-09
Backend Developer,Microsoft,Chennai,"Looking for a candidate with experience in Tableau, Power BI, Scikit-learn, Pandas, PyTorch.","Tableau, Power BI, Scikit-learn, Pandas, PyTorch",2024-06-15
Machine Learning Engineer,Microsoft,Bangalore,"Looking for a candidate with experience in Node.js, Python, Docker, React, Spark.","Node.js, Python, Docker, React, Spark",2023-08-10
Cloud Engineer,Google,Pune,"Looking for a candidate with experience in Deep Learning, NLP, Scikit-learn, TensorFlow.","Deep Learning, NLP, Scikit-learn, TensorFlow",2023-06-20
Data Scientist,Adobe,Bangalore,"Looking for a candidate with experience in Kubernetes, NLP, Docker, Machine Learning, PyTorch, SQL, Python.","Kubernetes, NLP, Docker, Machine Learning, PyTorch, SQL, Python",2024-04-19
DevOps Engineer,Capgemini,Mumbai,"Looking for a candidate with experience in NumPy, Machine Learning, Deep Learning, SQL.","NumPy, Machine Learning, Deep Learning, SQL",2024-08-15
Software Engineer,Flipkart,Pune,"Looking for a candidate with experience in Kubernetes, TensorFlow, AWS, Hadoop, Deep Learning, NumPy.","Kubernetes, TensorFlow, AWS, Hadoop, Deep Learning, NumPy",2023-12-22
Machine Learning Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Kubernetes, AWS, Deep Learning, Docker.","Kubernetes, AWS, Deep Learning, Docker",2024-09-02
NLP Engineer,Google,Delhi,"Looking for a candidate with experience in NumPy, Power BI, Node.js, Deep Learning.","NumPy, Power BI, Node.js, Deep Learning",2024-03-17
Machine Learning Engineer,Meta,Bangalore,"Looking for a candidate with experience in Hadoop, PyTorch, Docker, Deep Learning, React.","Hadoop, PyTorch, Docker, Deep Learning, React",2024-05-06
Backend Developer,IBM,Mumbai,"Looking for a candidate with experience in Deep Learning, SQL, Docker, TensorFlow, PyTorch, Pandas.","Deep Learning, SQL, Docker, TensorFlow, PyTorch, Pandas",2024-11-10
DevOps Engineer,Microsoft,Bangalore,"Looking for a candidate with experience in Hadoop, Node.js, Deep Learning, Spark.","Hadoop, Node.js, Deep Learning, Spark",2024-08-18
Software Engineer,Flipkart,Delhi,"Looking for a candidate with experience in Hadoop, Scikit-learn, Python, Node.js.","Hadoop, Scikit-learn, Python, Node.js",2023-10-23
AI Engineer,IBM,Mumbai,"Looking for a candidate with experience in Python, AWS, TensorFlow, Pandas.","Python, AWS, TensorFlow, Pandas",2023-03-31
DevOps Engineer,Capgemini,Chennai,"Looking for a candidate with experience in SQL, NLP, Power BI, PyTorch, Machine Learning, Node.js, Tableau.","SQL, NLP, Power BI, PyTorch, Machine Learning, Node.js, Tableau",2023-09-19
NLP Engineer,Microsoft,Delhi,"Looking for a candidate with experience in SQL, Node.js, AWS, NumPy, PyTorch, Kubernetes.","SQL, Node.js, AWS, NumPy, PyTorch, Kubernetes",2024-03-28
Backend Developer,Accenture,Pune,"Looking for a candidate with experience in Power BI, Java, Node.js, Hadoop.","Power BI, Java, Node.js, Hadoop",2024-08-02
Full Stack Developer,Capgemini,Pune,"Looking for a candidate with experience in Java, Power BI, Deep Learning, Hadoop, TensorFlow, Tableau, Spark.","Java, Power BI, Deep Learning, Hadoop, TensorFlow, Tableau, Spark",2023-02-25
Data Scientist,Oracle,Delhi,"Looking for a candidate with experience in React, Spark, Machine Learning, SQL, NLP, Kubernetes.","React, Spark, Machine Learning, SQL, NLP, Kubernetes",2023-05-06
NLP Engineer,Infosys,Hyderabad,"Looking for a candidate with experience in Docker, SQL, Tableau, PyTorch.","Docker, SQL, Tableau, PyTorch",2024-02-23
Software Engineer,Google,Pune,"Looking for a candidate with experience in NumPy, SQL, AWS, Hadoop, Pandas, Machine Learning.","NumPy, SQL, AWS, Hadoop, Pandas, Machine Learning",2023-10-01
DevOps Engineer,Adobe,Chennai,"Looking for a candidate with experience in Kubernetes, PyTorch, NLP, Deep Learning, NumPy, Docker, Tableau.","Kubernetes, PyTorch, NLP, Deep Learning, NumPy, Docker, Tableau",2024-09-02
Data Scientist,Infosys,Hyderabad,"Looking for a candidate with experience in Docker, Python, Node.js, React, SQL.","Docker, Python, Node.js, React, SQL",2024-06-07
Data Scientist,Infosys,Mumbai,"Looking for a candidate with experience in TensorFlow, React, Machine Learning, Spark.","TensorFlow, React, Machine Learning, Spark",2023-04-18
DevOps Engineer,Amazon,Mumbai,"Looking for a candidate with experience in Kubernetes, Tableau, NLP, SQL, Python, Docker.","Kubernetes, Tableau, NLP, SQL, Python, Docker",2023-12-07
Machine Learning Engineer,Meta,Mumbai,"Looking for a candidate with experience in Kubernetes, TensorFlow, Machine Learning, React, AWS, Node.js, Python.","Kubernetes, TensorFlow, Machine Learning, React, AWS, Node.js, Python",2024-07-18
DevOps Engineer,Microsoft,Mumbai,"Looking for a candidate with experience in Machine Learning, NumPy, TensorFlow, React, Kubernetes, Tableau.","Machine Learning, NumPy, TensorFlow, React, Kubernetes, Tableau",2024-03-27
AI Engineer,Meta,Pune,"Looking for a candidate with experience in Python, AWS, Deep Learning, Docker, Spark.","Python, AWS, Deep Learning, Docker, Spark",2024-07-16
DevOps Engineer,Google,Bangalore,"Looking for a candidate with experience in SQL, TensorFlow, Machine Learning, Python, Java, AWS, Node.js.","SQL, TensorFlow, Machine Learning, Python, Java, AWS, Node.js",2023-10-05
NLP Engineer,Adobe,Chennai,"Looking for a candidate with experience in Hadoop, React, Docker, TensorFlow, PyTorch.","Hadoop, React, Docker, TensorFlow, PyTorch",2023-12-03
NLP Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Java, PyTorch, NLP, TensorFlow.","Java, PyTorch, NLP, TensorFlow",2023-09-30
Data Analyst,Infosys,Delhi,"Looking for a candidate with experience in Java, Machine Learning, AWS, Spark, Node.js, NLP.","Java, Machine Learning, AWS, Spark, Node.js, NLP",2024-04-23
Cloud Engineer,Google,Mumbai,"Looking for a candidate with experience in NumPy, Tableau, Spark, Machine Learning, Deep Learning, Scikit-learn, AWS.","NumPy, Tableau, Spark, Machine Learning, Deep Learning, Scikit-learn, AWS",2023-11-14
AI Engineer,Meta,Delhi,"Looking for a candidate with experience in Spark, SQL, Node.js, Pandas, React.","Spark, SQL, Node.js, Pandas, React",2023-10-13
Cloud Engineer,Microsoft,Hyderabad,"Looking for a candidate with experience in Pandas, Python, React, TensorFlow.","Pandas, Python, React, TensorFlow",2024-10-06
Data Scientist,Meta,Mumbai,"Looking for a candidate with experience in Hadoop, Java, Spark, Node.js.","Hadoop, Java, Spark, Node.js",2023-04-30
Cloud Engineer,IBM,Mumbai,"Looking for a candidate with experience in Node.js, Hadoop, Java, Scikit-learn, Spark, Power BI, Python.","Node.js, Hadoop, Java, Scikit-learn, Spark, Power BI, Python",2023-04-10
Full Stack Developer,TCS,Bangalore,"Looking for a candidate with experience in Machine Learning, React, PyTorch, AWS.","Machine Learning, React, PyTorch, AWS",2023-04-10
Data Scientist,TCS,Mumbai,"Looking for a candidate with experience in Node.js, Tableau, Pandas, Power BI.","Node.js, Tableau, Pandas, Power BI",2023-11-11
